,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type
520,70,62.0,9856,5,8,1900,2005,0.0,0.0,0.0,716.0,716.0,1007,1007,0,2000,0.0,0.0,2,0,5,1,8,0,1900.0,2.0,576.0,0,72,167,0,0,0,0,6,2006,169000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,None,Gd,Gd,PConc,Fa,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
521,20,84.0,17808,4,5,1946,1950,0.0,0.0,0.0,484.0,484.0,1242,0,0,1242,0.0,0.0,1,0,2,1,4,0,1946.0,1.0,336.0,0,0,0,0,0,0,0,7,2007,109900,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Mod,Attchd,Unf,TA,TA,N,WD 
522,60,74.0,9627,7,5,1993,1994,94.0,758.0,0.0,238.0,996.0,996,1004,0,2000,0.0,0.0,2,1,3,1,9,1,1993.0,3.0,576.0,190,48,0,0,0,0,0,11,2006,188000,RL,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Av,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD 
523,50,50.0,6000,6,6,1939,1950,0.0,0.0,0.0,780.0,780.0,825,587,0,1412,0.0,0.0,1,0,4,1,6,1,1939.0,1.0,280.0,45,0,0,0,0,0,0,5,2009,132500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
524,20,65.0,9757,5,7,1994,1994,0.0,755.0,0.0,235.0,990.0,990,0,0,990,1.0,0.0,1,0,3,1,5,0,1995.0,1.0,440.0,66,0,0,0,92,0,0,10,2009,143000,RL,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
525,20,58.0,9280,5,6,1951,1951,0.0,557.0,0.0,785.0,1318.0,1342,0,0,1342,1.0,0.0,1,0,4,1,7,0,1951.0,1.0,256.0,0,0,0,0,0,0,0,4,2007,125000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
526,20,120.0,14780,9,5,2005,2005,568.0,1505.0,0.0,363.0,1318.0,1405,0,0,1868,1.0,0.0,2,0,2,1,7,1,2005.0,3.0,576.0,354,56,0,0,156,0,0,6,2006,415000,RL,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD 
527,70,60.0,7740,4,7,1910,1950,0.0,0.0,0.0,622.0,622.0,741,622,0,1363,0.0,0.0,1,0,3,1,6,0,1966.0,2.0,528.0,0,0,0,0,168,0,0,6,2010,125500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
528,20,80.0,9600,6,6,1958,1988,183.0,620.0,620.0,0.0,1240.0,1405,0,0,1632,1.0,0.0,2,0,3,1,6,1,1958.0,1.0,338.0,289,0,0,0,0,0,0,4,2009,139000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,TA,Min1,Attchd,RFn,TA,TA,Y,WD 
529,60,97.0,13478,10,5,2008,2008,420.0,1338.0,0.0,384.0,1318.0,1405,568,0,2000,1.0,0.0,2,1,3,1,10,1,2008.0,3.0,576.0,382,274,0,0,0,0,0,6,2009,451950,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,RFn,TA,TA,Y,ConLI
530,90,65.0,10926,5,5,1959,1959,74.0,0.0,0.0,1678.0,1318.0,1405,0,0,1678,0.0,0.0,2,0,6,2,10,0,2004.5,0.0,0.0,0,0,0,0,0,0,0,8,2009,119900,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,"""Attchd""",Unf,TA,TA,Y,WD 
531,20,68.0,6853,8,5,2001,2002,136.0,1005.0,0.0,262.0,1267.0,1296,0,0,1296,1.0,0.0,2,0,2,1,6,0,2001.0,2.0,471.0,192,25,0,0,0,0,0,6,2009,220000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD 
532,20,85.0,10667,6,6,1971,1971,302.0,838.0,0.0,749.0,1318.0,1405,0,0,1587,0.0,0.0,2,0,3,1,7,1,1971.0,2.0,525.0,0,44,0,0,0,0,0,3,2007,167300,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
533,50,45.0,8212,5,6,1941,1950,0.0,626.0,0.0,94.0,720.0,854,444,0,1298,0.0,0.0,1,0,3,1,6,2,1940.0,1.0,256.0,84,0,0,0,0,0,0,9,2009,122000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
534,90,70.0,9100,5,5,1963,1963,336.0,1332.0,0.0,396.0,1318.0,1405,0,0,1728,1.0,0.0,2,0,6,2,10,0,1963.0,2.0,504.0,0,0,0,0,0,0,0,11,2006,125000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,ConLI
535,20,50.0,6000,5,6,1957,1957,0.0,308.0,0.0,620.0,928.0,928,0,0,928,0.0,0.0,1,0,3,1,5,0,1957.0,1.0,288.0,0,0,0,0,0,0,0,6,2008,112500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Attchd,Fin,TA,TA,Y,WD 
536,60,78.0,9316,7,5,2005,2006,0.0,0.0,0.0,879.0,879.0,879,916,0,1795,0.0,0.0,2,1,3,1,7,0,2005.0,2.0,576.0,164,111,0,0,0,0,0,10,2007,191000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
537,20,75.0,9464,6,7,1958,1958,135.0,570.0,0.0,510.0,1080.0,1080,0,0,1080,0.0,0.0,1,0,3,1,5,0,1958.0,1.0,288.0,0,0,0,0,130,0,0,6,2008,136000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
538,60,80.0,10400,7,5,1998,1998,0.0,0.0,0.0,866.0,866.0,866,913,0,1779,0.0,0.0,2,1,3,1,6,0,1998.0,2.0,546.0,198,36,0,0,0,0,0,3,2009,197900,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
539,50,59.0,5310,6,8,1910,2003,0.0,0.0,0.0,485.0,485.0,1001,634,0,1635,0.0,0.0,1,0,2,1,5,0,1950.0,1.0,255.0,394,0,0,0,0,0,0,6,2006,117000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,Fa,TA,Y,WD 
540,20,64.0,7406,7,5,2006,2006,84.0,684.0,0.0,515.0,1199.0,1220,0,0,1220,1.0,0.0,2,0,2,1,6,0,2006.0,2.0,576.0,105,54,0,0,0,0,0,7,2006,194000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New
541,120,68.0,4538,9,5,2001,2001,179.0,1004.0,0.0,306.0,1310.0,1310,0,0,1310,1.0,0.0,1,1,1,1,5,1,2001.0,2.0,545.0,277,45,0,0,0,0,0,7,2008,285000,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
542,190,62.0,10106,5,7,1940,1999,0.0,351.0,181.0,112.0,644.0,808,547,0,1355,1.0,0.0,2,0,4,2,6,0,1996.5,0.0,0.0,140,0,0,0,0,0,0,9,2008,127500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,"""Attchd""",Unf,TA,TA,Y,WD 
543,60,68.0,13346,7,5,1992,2000,0.0,728.0,0.0,367.0,1095.0,1166,1129,0,2000,1.0,0.0,2,1,4,1,9,1,1992.0,2.0,576.0,0,40,0,0,0,0,0,7,2006,268000,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
544,70,57.0,9639,4,8,1900,1950,0.0,0.0,0.0,1075.0,1075.0,1156,642,0,1798,0.0,0.0,2,1,4,1,7,0,1935.0,2.0,342.0,0,0,160,0,0,0,0,5,2007,137000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD 
545,20,68.0,15387,7,7,1967,1967,0.0,603.0,294.0,723.0,1318.0,1405,0,0,1620,0.0,0.0,2,0,4,1,8,1,1967.0,2.0,576.0,0,62,192,0,0,0,450,8,2008,215000,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD 
546,20,75.0,10050,5,5,1955,1955,0.0,288.0,0.0,928.0,1216.0,1216,0,0,1216,1.0,0.0,1,0,3,1,5,0,1955.0,1.0,336.0,0,0,0,0,0,0,0,8,2007,129500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
547,50,68.0,6240,5,4,1936,1950,0.0,0.0,0.0,896.0,896.0,896,448,0,1344,0.0,0.0,1,0,3,1,7,0,1936.0,1.0,240.0,200,114,0,0,0,0,0,4,2006,115000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,Fa,TA,Y,WD 
548,50,45.0,7506,5,8,1925,1950,0.0,0.0,0.0,747.0,747.0,747,412,0,1159,0.0,0.0,1,0,3,1,5,0,1932.0,1.0,288.0,84,0,96,0,0,0,0,5,2008,114000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,TA,N,WD 
549,20,68.0,8900,4,4,1966,1966,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,1.0,0.0,1,0,2,1,5,0,1966.0,1.0,384.0,0,42,0,0,0,0,0,11,2006,107000,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
550,50,80.0,8480,5,5,1947,1950,0.0,442.0,0.0,390.0,832.0,832,384,0,1216,0.0,0.0,1,0,2,1,6,0,1947.0,1.0,336.0,158,0,102,0,0,0,0,10,2008,118500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,COD
551,50,50.0,6000,6,7,1929,1950,0.0,0.0,0.0,862.0,862.0,950,208,0,1158,0.0,0.0,1,0,3,1,5,1,1929.0,1.0,208.0,0,0,112,0,0,0,0,7,2008,120000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,BuiltIn,RFn,TA,TA,Y,WD 
552,20,74.0,8847,8,5,2005,2005,148.0,769.0,0.0,769.0,1318.0,1405,0,0,1538,1.0,0.0,2,0,3,1,7,0,2005.0,2.0,484.0,146,40,0,0,0,0,0,12,2007,260000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
553,20,68.0,8050,5,5,1959,1959,150.0,856.0,162.0,125.0,1143.0,1143,0,0,1143,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,308.0,0,0,0,0,0,0,0,5,2010,136000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
554,20,70.0,8294,4,5,1971,1971,0.0,0.0,0.0,858.0,858.0,872,0,0,872,0.0,0.0,1,0,3,1,5,0,1974.0,4.0,480.0,0,0,0,0,0,0,0,6,2007,123000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
555,50,68.0,7920,6,7,1920,1950,0.0,0.0,0.0,319.0,319.0,1035,371,0,1406,0.0,0.0,1,0,3,1,6,0,1989.5,0.0,0.0,0,144,0,0,0,0,0,3,2008,89500,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Fa,Typ,"""Attchd""",Unf,TA,TA,N,WD 
556,20,100.0,18494,6,5,2005,2005,0.0,0.0,0.0,1324.0,1318.0,1324,0,0,1324,0.0,0.0,2,0,3,1,6,0,2005.0,2.0,430.0,36,23,0,0,0,0,0,1,2010,199500,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD 
557,20,68.0,7162,5,7,1966,1966,41.0,0.0,0.0,876.0,876.0,904,0,0,904,0.0,0.0,1,0,3,1,6,0,1966.0,1.0,408.0,0,0,0,0,0,0,0,12,2008,109900,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
558,70,53.0,10918,7,9,1926,2004,0.0,0.0,0.0,1276.0,1276.0,1276,804,0,2000,0.0,0.0,1,1,3,1,9,2,1926.0,1.0,282.0,0,0,0,0,145,0,0,6,2009,234000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD 
559,120,37.0,4435,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,140,0,0,0,0,0,0,5,2006,155900,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
560,50,68.0,11250,4,5,1957,1989,0.0,0.0,0.0,1104.0,1104.0,1104,684,0,1788,1.0,0.0,1,0,5,1,8,2,1957.0,1.0,304.0,120,0,0,0,0,0,0,11,2009,161500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,Ex,Y,FuseA,TA,Min2,Attchd,Unf,TA,TA,Y,WD 
561,20,68.0,14375,6,6,1958,1958,541.0,111.0,354.0,354.0,819.0,1344,0,0,1344,0.0,1.0,1,0,3,1,7,1,1958.0,2.0,525.0,0,118,0,0,233,0,0,1,2009,137500,RL,Pave,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Gd,Y,FuseA,Gd,Typ,Basment,RFn,TA,TA,Y,COD
562,190,100.0,9045,5,3,1910,1950,0.0,0.0,0.0,840.0,840.0,1128,1128,0,2000,0.0,0.0,2,0,4,2,12,0,1973.0,0.0,0.0,0,18,18,0,0,0,0,6,2010,76500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,TA,TA,Mn,Unf,Unf,Grav,Fa,N,FuseF,Fa,Typ,"""Attchd""",Unf,TA,TA,N,WD 
563,60,97.0,10029,6,5,1988,1989,268.0,831.0,0.0,320.0,1151.0,1164,896,0,2000,0.0,1.0,2,1,4,1,8,1,1988.0,2.0,521.0,0,228,0,0,192,0,0,9,2007,211000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
564,120,34.0,4060,6,5,1998,1999,0.0,266.0,0.0,1139.0,1318.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,0,1998.0,2.0,511.0,144,68,0,0,0,0,0,8,2008,181000,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,COD
565,80,82.0,9020,6,7,1966,1966,183.0,312.0,539.0,276.0,1127.0,1165,0,0,1165,1.0,0.0,1,1,3,1,6,0,1966.0,2.0,490.0,0,129,0,0,0,0,0,5,2008,174900,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,Gd,Gd,Y,WD 
566,80,96.0,11777,5,6,1966,1966,97.0,328.0,551.0,285.0,1164.0,1320,0,0,1320,1.0,0.0,1,0,3,1,6,2,1966.0,2.0,564.0,160,68,240,0,0,0,0,5,2006,164500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
567,20,70.0,10171,7,5,2004,2004,168.0,2.0,0.0,1515.0,1318.0,1405,0,0,1535,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,532.0,0,0,0,0,0,0,0,3,2010,214000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
568,60,80.0,10400,7,6,1980,1988,280.0,0.0,0.0,738.0,738.0,1277,767,0,2000,0.0,0.0,2,1,3,1,7,1,1980.0,2.0,489.0,28,73,0,0,0,0,0,3,2008,185000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,Attchd,Unf,TA,TA,Y,WD 
569,50,52.0,6240,4,7,1929,1950,0.0,80.0,0.0,624.0,704.0,624,512,0,1136,0.0,1.0,1,0,2,1,6,0,1990.0,1.0,336.0,0,365,80,0,0,0,0,8,2008,123000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
570,85,68.0,12150,6,6,1979,1979,0.0,1001.0,0.0,0.0,1001.0,1299,0,0,1299,1.0,0.0,2,0,2,1,5,1,1979.0,2.0,486.0,84,0,222,0,0,0,0,1,2007,183500,RL,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,Wd Shng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,WD 
